Pulse_ID,Amplitude,AUC,S_AUC,D_AUC,AUC_Ratio,Start_Datum_Area,End_Datum_Area,Datum_Area_Ratio,Max_Start_Datum_Diff,Dicrotic_Notch_Index,State,Channel,Depth_mm
23,0.0030244688777632516,3.180262392359886,0.003024448137332458,3.174213538312598,0.0009528181078013564,1.3050771894239297,0.5831846378315066,2.237845623431857,0.0030244688777632516,2,Normal,Red,3
24,0.002838102207503867,2.935704352053378,2.935704352053378,0.0,,1.2161079629897724,0.5490146693959411,2.2150737143832737,0.0027354991635410203,1940,Normal,Red,3
25,0.0028975574467211876,3.1365959589269483,0.034754604001298,3.098948359389961,0.011214967134250525,1.2900523739860579,0.6835194877698035,1.8873673641628828,0.0028975574467211876,13,Normal,Red,3
26,0.0033524316448859067,3.294089138141399,3.294089138141399,0.0,,1.3074635647247854,0.6091858019457532,2.146247598924199,0.0031189162040683987,1864,Normal,Red,3
27,0.003321469402051329,3.4608231011531614,0.023244034947749386,3.4342604721316183,0.006768279557235214,1.3984618837233609,0.6170942261059339,2.2662047780743504,0.003321469402051329,8,Normal,Red,3
28,0.0028344335292706103,3.311201583890098,0.06229537088481911,3.2460806605803434,0.019190949763300633,1.2966484571015755,0.7118152294211759,1.821608197616067,0.0028344335292706103,23,Normal,Red,3
29,0.002402110259877314,2.2929823892641883,2.2929823892641883,0.0,,0.9322443056368316,0.42471648625468716,2.1949802652063717,0.0022869669694041937,1821,Normal,Red,3
0,0.00481603727213821,4.745959950461937,4.745959950461937,0.0,,1.950779402467769,0.9575770352311731,2.037203619860017,0.0046402370848222145,1934,Normal,IR,3
1,0.0048571144009896755,4.851405282393559,0.06310827455519798,4.783448093244326,0.01319305098017598,2.0437754663568715,0.9764921882111222,2.092976770352819,0.0048571144009896755,14,Normal,IR,3
2,0.004812524642440856,4.884052101830626,0.0433054515946127,4.835937068886821,0.008954924552932848,2.0513856463741873,0.9605308214552661,2.135679147980078,0.004812524642440856,10,Normal,IR,3
3,0.004735833576741927,4.769462702683231,4.769462702683231,0.0,,2.02683151622948,0.930978861203457,2.177097247524436,0.004723070240669385,1931,Normal,IR,3
4,0.004736333451786047,4.781419555591967,0.028415780932295305,4.748268937631051,0.005984450608324675,2.028754199633693,0.9541635103521307,2.1262123080822786,0.004736333451786047,7,Normal,IR,3
5,0.004757553687624198,4.787012675484824,4.787012675484824,0.0,,2.020997157396141,0.9537983334126282,2.1188935717314004,0.004749548735633173,1927,Normal,IR,3
6,0.004703020006107674,4.670096397957336,0.04231620216936942,4.623081011774369,0.009153246949728052,1.9917645950780545,0.9163028938790256,2.1736967201382824,0.004703020006107674,10,Normal,IR,3
7,0.004751020087788331,4.840494163744264,4.840494163744264,0.0,,2.0383154161772117,0.9414182325974811,2.165153961967855,0.0046969543318114435,1924,Normal,IR,3
8,0.004849585431404142,4.925250832326581,4.925250832326581,0.0,,2.057748268141414,0.9691691797533779,2.1232085286338185,0.004773269165832055,1934,Normal,IR,3
9,0.00479817868485021,4.803553364123567,0.014394032633916925,4.784361762642838,0.003008558580646667,2.0206631860006583,0.9511179990400249,2.1245136650133194,0.00479817868485021,4,Normal,IR,3
10,0.004720272361762315,4.724710113506847,0.03303535349363632,4.6869573815485595,0.007048357986716218,2.0049690216271445,0.9344943814006982,2.1455121202782723,0.004720272361762315,8,Normal,IR,3
11,0.004747818256957562,4.8322467178435,4.8322467178435,0.0,,2.023767123540206,0.9611058379662089,2.1056652073019233,0.0046898886183556485,1930,Normal,IR,3
12,0.004767357076200181,4.865257498334384,0.04289527883930594,4.817598659215725,0.008903871383567892,2.0448700472473944,0.9618598370735846,2.1259542902517063,0.004767357076200181,10,Normal,IR,3
13,0.004725941635307825,4.771440430286111,4.771440430286111,0.0,,2.0250716481690167,0.9350694880536602,2.165691078621534,0.0047042825855227325,1924,Normal,IR,3
14,0.004740201990422348,4.831632050997779,0.00948020865435328,4.817411949866026,0.001967904915131231,2.0367531078576455,0.9369231518285935,2.1738742434558405,0.004740201990422348,3,Normal,IR,3
15,0.004811119423082123,4.884880110658399,4.884880110658399,0.0,,2.040192050690318,0.9529307795270701,2.1409656341490457,0.0047311827700409585,1928,Normal,IR,3
16,0.004756748205665061,4.787771869276694,0.009513292864894551,4.77350220220443,0.0019929377764822775,2.023079329872295,0.9367827415682561,2.1596035453060156,0.004756748205665061,3,Normal,IR,3
17,0.004782804097552048,4.884055751049276,4.884055751049276,0.0,,2.0424547870288605,0.9659147079587174,2.1145291299531115,0.0047559379263803075,1936,Normal,IR,3
18,0.004782766059303755,4.833490853150534,4.833490853150534,0.0,,2.038383936084177,0.9363272117688066,2.1769995685947072,0.0047796840711659535,1924,Normal,IR,3
19,0.00477723743986612,4.794543087849095,4.794543087849095,0.0,,2.0263212481611665,0.9350518233637918,2.1670683886499464,0.004742177167642091,1932,Normal,IR,3
20,0.004756186650804909,4.740641100075745,0.04279790258955806,4.693090284303042,0.009119343544850184,2.0086854093403828,0.9303589671040421,2.1590434234141704,0.004756186650804909,10,Normal,IR,3
21,0.0047461577867074535,4.857792961900834,4.857792961900834,0.0,,2.0297966773300273,0.9650107202877111,2.1033928791224805,0.004726243465555365,1935,Normal,IR,3
22,0.004740212908053819,4.808481219517256,0.018960269008642488,4.78478131826151,0.003962619762010662,2.02044897897896,0.9507473276529623,2.1251166531981625,0.004740212908053819,5,Normal,IR,3
23,0.004719097955705522,4.769514271123304,4.769514271123304,0.0,,2.0074105363636754,0.9471638187395481,2.119391066938205,0.004698354093867856,1932,Normal,IR,3
24,0.004730957657703785,4.777083927500803,0.004730888129893112,4.767622284316999,0.0009922950787136131,2.0069302000930986,0.9469589543044141,2.1193423336571997,0.004730957657703785,2,Normal,IR,3
25,0.004697576561072106,4.763225696498598,0.018789548524305047,4.739739282572083,0.003964257821816023,2.009105970833036,0.9511222944831768,2.1123529355651884,0.004697576561072106,5,Normal,IR,3
26,0.0047084600306993435,4.75456179591922,4.75456179591922,0.0,,2.012477311426583,0.9400043219991101,2.1409234663375174,0.0047057427813750035,1922,Normal,IR,3
27,0.004766787299244226,4.894627830572646,0.004766777537201203,4.885094280311671,0.0009757800492024649,2.0517194552943527,0.9534380183945677,2.1519169738470363,0.004766787299244226,2,Normal,IR,3
28,0.004626152069355098,4.8113318578605995,0.004626122442332402,4.802079679372339,0.0009633581179846364,1.986756030335243,0.8464597850496858,2.347135759342216,0.004626152069355098,2,Normal,IR,3
29,0.0036429135905940027,3.5523679949410125,0.010928518697412246,3.5377969253546593,0.003089074621296042,1.4493155141011573,0.620402162621343,2.3360903643170157,0.0036429135905940027,4,Normal,IR,3
0,0.0023402262222644507,1.5663859915435776,0.025727049903601175,1.5383234955885974,0.016724083053647584,0.6582042068441023,0.3606568336514339,1.825015209555798,0.0023402262222644507,12,Ischaemia,Red,3
1,0.0016079575424171268,1.6742158500697006,0.014465962710020958,1.6581438575965501,0.00872419039141098,0.7336948749919838,0.3195752977282552,2.2958435154642878,0.0016079575424171268,10,Ischaemia,Red,3
2,0.001964089008380289,1.8971268049804477,1.8971268049804477,0.0,,0.773175495823318,0.3571590229627465,2.164793400456704,0.0017000089028612682,1949,Ischaemia,Red,3
3,0.0019600502106999693,2.210593246995562,0.003920041049946671,2.2047132359172523,0.0017780276301175154,0.8417409007546712,0.6066519775061202,1.3875185970957777,0.0019600502106999693,3,Ischaemia,Red,3
4,0.0017201656199700012,1.4936872564275918,1.4936872564275918,0.0,,0.6699969587948658,0.34275813939288624,1.9547222422831578,0.0017140198966057848,1795,Ischaemia,Red,3
5,0.0017031834072831966,1.6436345224999211,1.6436345224999211,0.0,,0.7081806300233296,0.30489001628816254,2.3227412909250615,0.001692441510665733,1941,Ischaemia,Red,3
6,0.0017587241568254592,1.7264605426671769,0.00703412552817005,1.71766831161384,0.004095159397544639,0.7415823132600032,0.30315305441575213,2.446230715666739,0.0017587241568254592,5,Ischaemia,Red,3
7,0.0018020083703669202,1.8922621018502719,1.8922621018502719,0.0,,0.7559468067600021,0.4212655045823906,1.7944664315901873,0.0016806702841739496,2013,Ischaemia,Red,3
8,0.0018191879280679453,1.9470556803136927,0.007276399451973538,1.9379603633330378,0.0037546688723081438,0.7838484414303726,0.5296660020381729,1.4798919289025478,0.0018191879280679453,5,Ischaemia,Red,3
9,0.0020252348580875536,1.7401483091872787,1.7401483091872787,0.0,,0.7627913049543054,0.43748073990762765,1.7435997413631643,0.0017746756523794997,1887,Ischaemia,Red,3
10,0.0019556289553905254,1.5748350939343485,0.04877805083979391,1.5241154149445364,0.032004171312425826,0.6987748790043784,0.28065321605249877,2.48981603999744,0.0019556289553905254,26,Ischaemia,Red,3
11,0.0019730961223296878,1.9211478123903536,1.9211478123903536,0.0,,0.7614827749973143,0.33497290042609956,2.2732668046539772,0.0017725720715446535,1955,Ischaemia,Red,3
12,0.0018234044075155676,1.7343222878819176,0.0018233812465280874,1.7306756083575436,0.0010535661551609454,0.7031110464311063,0.3529148920972111,1.9922963359603227,0.0018234044075155676,2,Ischaemia,Red,3
13,0.0017443593677767958,1.788304221886733,1.788304221886733,0.0,,0.7460552539263476,0.34629146440068986,2.154414216410185,0.00167108276856265,1930,Ischaemia,Red,3
14,0.0019192887730385144,1.826782389437195,1.826782389437195,0.0,,0.791124756799852,0.3426231752169343,2.3090228975285916,0.0017622332834765406,1884,Ischaemia,Red,3
15,0.0017205708478616455,1.618271181867751,0.012040109072422839,1.6045122900108337,0.007503905795786421,0.690709210912908,0.3339003864992494,2.0686085995724377,0.0017205708478616455,8,Ischaemia,Red,3
16,0.0017679078900235616,2.3757417301547434,2.3757417301547434,0.0,,0.8428184394586359,0.8136398351593028,1.0358618187537736,0.0016986740783996048,2271,Ischaemia,Red,3
17,0.001761883773431323,1.5629888071739093,0.08553651344166488,1.4757392410500216,0.05796180725044875,0.6019472202642902,0.5627522272769487,1.0696487567485935,0.001761883773431323,50,Ischaemia,Red,3
18,0.0019035557247824941,1.6321290710428393,1.6321290710428393,0.0,,0.6789525965035998,0.3337109718701003,2.0345528128691184,0.001681178139153808,1774,Ischaemia,Red,3
19,0.0018874359529295565,2.3363683777987356,0.03391707420517736,2.300573703225075,0.014742876595359878,0.8387080848777124,0.7716971080909187,1.086835853191896,0.0018874359529295565,19,Ischaemia,Red,3
20,0.0017650209598359023,1.3203743034746283,0.05622107051442968,1.262414151192297,0.04453456931018338,0.5176309897771489,0.3248060532373131,1.593661770210151,0.0017650209598359023,33,Ischaemia,Red,3
21,0.001562629772669678,1.5504460711122108,0.003125177437691529,1.545758361461877,0.0020217761815863257,0.6250113057585593,0.30047122586269454,2.080103690341946,0.001562629772669678,3,Ischaemia,Red,3
22,0.0016285807861235433,2.11661095236704,2.11661095236704,0.0,,0.7552121594149372,0.7103624772552736,1.0631363333448518,0.0015987978368087836,2145,Ischaemia,Red,3
23,0.0016841068728089474,1.479164746328706,1.479164746328706,0.0,,0.6027540848716455,0.34659046002149607,1.7390960063766954,0.0016595407151534756,1713,Ischaemia,Red,3
24,0.0018527098789225026,1.9548053556264877,1.9548053556264877,0.0,,0.791165021475323,0.3922509612662419,2.016986826294395,0.001707503783860854,1994,Ischaemia,Red,3
25,0.0015759483990634027,1.3946236497623423,0.007879108559355035,1.3851689767942452,0.005688193059008575,0.6924607819629278,0.2969028053964822,2.332281033984236,0.0015759483990634027,6,Ischaemia,Red,3
26,0.0019332032185346733,2.033413856744365,0.03667525512779307,1.9948143213344582,0.01838529768688379,0.7762438522148316,0.3758247969061646,2.0654407548542975,0.0019332032185346733,20,Ischaemia,Red,3
27,0.0017261494958503863,1.8496778923929331,0.024145397045096138,1.8238106198190793,0.013238982591016683,0.77143014557701,0.3402080349775622,2.26752476797877,0.0017261494958503863,15,Ischaemia,Red,3
28,0.0018300599460233074,2.378868608503778,2.378868608503778,0.0,,0.8729354295110836,0.7204626899695664,1.211631693999252,0.00169921409538705,2214,Ischaemia,Red,3
29,0.0017201973403047565,1.4160486668948962,0.061665613216189775,1.3526857612875045,0.04558753775710304,0.5714925494244765,0.30195562435327417,1.8926375378782696,0.0017201973403047565,37,Ischaemia,Red,3
0,0.002979956933254114,2.0951823374486214,0.04763100845024863,2.044580666551317,0.023296223636208944,0.8998012676755169,0.5590457763928618,1.60953057096919,0.002979956933254114,17,Ischaemia,IR,3
1,0.0029987893304625336,3.0352406916459067,3.0352406916459067,0.0,,1.255004269203552,0.5832418801177917,2.151773238489134,0.0028543131554840534,1944,Ischaemia,IR,3
2,0.0029873795253424337,3.049653697995435,0.026880088892001792,3.0197885803385622,0.008901314836083042,1.2925005916939063,0.5967980612821859,2.165725185026647,0.0029873795253424337,10,Ischaemia,IR,3
3,0.0030461840625295,3.101580175158322,3.101580175158322,0.0,,1.3084813062708007,0.5891322102171159,2.221031686229784,0.0030259026844009053,1945,Ischaemia,IR,3
4,0.0030594525301722545,3.155561260454513,0.01835516924123995,3.134147650499105,0.005856510697036541,1.3278501683999604,0.5926274453990965,2.2406153793733576,0.0030594525301722545,7,Ischaemia,IR,3
5,0.0030367332023758156,3.0790648465037243,3.0790648465037243,0.0,,1.3011920852823882,0.5675659272110462,2.2925831571255464,0.00300605421834045,1945,Ischaemia,IR,3
6,0.0030649760411627846,3.154237896403297,3.154237896403297,0.0,,1.3244671789590747,0.5893977717073016,2.2471533530276275,0.003057266471764665,1960,Ischaemia,IR,3
7,0.0030863783564580903,3.171568530052179,0.027772033142291156,3.1407123500254723,0.008842590484947122,1.3336558849824702,0.5910631039307822,2.2563680191052002,0.0030863783564580903,10,Ischaemia,IR,3
8,0.003061352946859384,3.1724543425422085,0.012245007347400565,3.157148374091481,0.003878502337073169,1.3279674421507877,0.5837229883664381,2.2749959631830405,0.003061352946859384,5,Ischaemia,IR,3
9,0.0030249765794882746,3.1212884797346505,0.0120993472811128,3.106164729550785,0.0038952690325804494,1.3198793179927832,0.5841213601229507,2.2595977618674383,0.0030249765794882746,5,Ischaemia,IR,3
10,0.003046309116806646,3.187953727929908,0.012183771225076846,3.172724631858589,0.003840160316068642,1.3298517453426542,0.5979468152230931,2.224030150317781,0.003046309116806646,5,Ischaemia,IR,3
11,0.0030557487919686743,3.2310235253420303,3.2310235253420303,0.0,,1.3440812279232683,0.6224383536698351,2.1593804751887444,0.0030519895526927915,1959,Ischaemia,IR,3
12,0.003017350772845656,3.1215677745678185,3.1215677745678185,0.0,,1.3144557164499453,0.5911570066087632,2.2235306386546343,0.0030167823273202074,1945,Ischaemia,IR,3
13,0.002989938249970968,3.074732344563258,0.02690031726959108,3.044845040860346,0.00883470814067772,1.295498753147739,0.578358191359741,2.2399592026214323,0.002989938249970968,10,Ischaemia,IR,3
14,0.0030439441843566873,3.1810721756849043,0.02739016108549088,3.150640172673086,0.008693522453962856,1.324959317596807,0.5795053855660359,2.286362388681934,0.0030439441843566873,10,Ischaemia,IR,3
15,0.0029661726812408554,3.1080677822696394,3.1080677822696394,0.0,,1.3106092413120989,0.5928367123182869,2.2107423748893074,0.0029596479941477478,1967,Ischaemia,IR,3
16,0.003012169646688637,3.0942445847880484,3.0942445847880484,0.0,,1.298164863077183,0.6103786302112282,2.126818992054061,0.0029735480991857173,1956,Ischaemia,IR,3
17,0.0030787807474465237,3.181610738350488,3.181610738350488,0.0,,1.3211592955398852,0.608033087283213,2.172841121924847,0.003075239515868817,1945,Ischaemia,IR,3
18,0.0030446856512563346,3.1366818778508962,0.01826429518181737,3.1153746901473856,0.00586263194587143,1.3066341354021125,0.5928565865930986,2.2039632601719044,0.0030446856512563346,7,Ischaemia,IR,3
19,0.0030438258595464627,3.1970537674540696,3.1970537674540696,0.0,,1.3197013426336885,0.6024912950815625,2.19040731942033,0.003021529353811169,1954,Ischaemia,IR,3
20,0.0029718448574265303,3.06724148667727,0.0178280751754372,3.046443062610445,0.005852095315433411,1.2908346766125267,0.5793955308815533,2.2278989184616513,0.0029718448574265303,7,Ischaemia,IR,3
21,0.0030163709648438164,3.064425833868561,3.064425833868561,0.0,,1.2904881074135717,0.5679511024480881,2.2721817104519575,0.0029654974880164147,1949,Ischaemia,IR,3
22,0.0030353290919807588,3.1349207536482475,0.012140164845853514,3.119746124177361,0.003891395120830458,1.308911837301013,0.5943923719742944,2.2021006645045222,0.0030353290919807588,5,Ischaemia,IR,3
23,0.00305837881078346,3.150546597799693,3.150546597799693,0.0,,1.3061737738152626,0.5965129322929048,2.1896822400723646,0.002980083284188544,1956,Ischaemia,IR,3
24,0.0030267928918388583,3.0909992343814654,0.024210076532934055,3.063764301062333,0.007902068877994115,1.2981078359721292,0.5838908485203597,2.223202914143405,0.0030267928918388583,9,Ischaemia,IR,3
25,0.0030171386852294643,3.1324025439403047,0.012068413949489765,3.117317216685291,0.0038714102898781545,1.313483465382964,0.5928721029060063,2.2154583744872256,0.0030171386852294643,5,Ischaemia,IR,3
26,0.002971370785612838,3.0501310809605675,0.026734938742430308,3.0204273587509496,0.008851376168664464,1.2841101967644755,0.5786579635051654,2.219117817002121,0.002971370785612838,10,Ischaemia,IR,3
27,0.0030050558335638113,3.1120156326525157,0.006010107098421874,3.103000497026488,0.0019368695248941075,1.3020375854121247,0.5736661105575366,2.269678409531105,0.0030050558335638113,3,Ischaemia,IR,3
28,0.0029556766339427594,3.110794523119571,0.017730980969463708,3.090109404014931,0.005737978385628069,1.2940265831742521,0.5601618440891698,2.310094121598653,0.0029556766339427594,7,Ischaemia,IR,3
29,0.002691733472113083,2.7946729664512246,0.005383261537118195,2.7865982807719845,0.0019318398257343519,1.1279764723496841,0.4798787161035701,2.3505449074891622,0.002691733472113083,3,Ischaemia,IR,3
0,0.0028496189238472747,2.6575634267336516,2.6575634267336516,0.0,,1.1329666502638607,0.5820885403333005,1.9463819878933377,0.0025931692777819634,1820,Congestion,Red,3
1,0.0031328927054320183,3.2905323135308775,3.2905323135308775,0.0,,1.3527596157310273,0.6297160317959611,2.148205774391567,0.0030752854461704743,1878,Congestion,Red,3
2,0.0030315275441844406,3.1836583137264522,0.006062916492350966,3.1745640811045153,0.0019098422137509715,1.2856726950220898,0.5571312999560762,2.307665527180848,0.0030315275441844406,3,Congestion,Red,3
3,0.0029798252213145762,2.9537440743174557,2.9537440743174557,0.0,,1.2064156403977317,0.5656767281897498,2.1326944883492773,0.00270608869107745,1935,Congestion,Red,3
4,0.0031032406257871523,3.018000089110084,3.018000089110084,0.0,,1.2088802062452912,0.5627744507046168,2.148072295627002,0.0030670144054278595,1904,Congestion,Red,3
5,0.0032375625183988055,3.3362073334161355,0.009712431043471255,3.323257739272405,0.0029225632814136463,1.3342373582162776,0.6264909979039394,2.1296991699485806,0.0032375625183988055,4,Congestion,Red,3
6,0.003099037634745885,3.5368540747680193,3.5368540747680193,0.0,,1.3276717097950357,0.9121498766082762,1.4555411822581497,0.0030737529971468927,2044,Congestion,Red,3
7,0.003070334705542089,3.623499716593324,0.2742543114276154,3.3462478548494574,0.08195875599297282,1.370026866865138,1.302367372077414,1.051951159279889,0.003070334705542089,91,Congestion,Red,3
8,0.002712009700296828,2.2153529183942124,0.12663792385353512,2.086056962071647,0.06070683886204717,0.9239861028756168,0.5416764420606681,1.7057897134321558,0.002712009700296828,48,Congestion,Red,3
9,0.002829707620085418,2.9989160146372984,2.9989160146372984,0.0,,1.1978490602678749,0.5203565797003374,2.301977349758297,0.00274965302955682,1874,Congestion,Red,3
10,0.002720003043585232,2.9194955205570574,0.013598949989996056,2.903177419803102,0.004684160842956115,1.191986994141862,0.5232578757292079,2.278010612799126,0.002720003043585232,6,Congestion,Red,3
11,0.0031190365164802357,3.5099212973701928,3.5099212973701928,0.0,,1.3381774600823895,0.6625262124881951,2.019810589918709,0.002976014248192797,1960,Congestion,Red,3
12,0.003388747484062031,3.729476001994664,3.729476001994664,0.0,,1.418018449252259,0.7792266082369442,1.8197767302384948,0.0032739055172524784,1912,Congestion,Red,3
13,0.003317203334980254,4.325003552299606,0.05304359848344058,4.268648836687106,0.012426320485197762,1.5427817767690368,1.3834667909732627,1.1151563498562165,0.003317203334980254,17,Congestion,Red,3
14,0.0029488700227579927,2.3412042872031233,2.3412042872031233,0.0,,1.0402445419680895,0.5719036632954303,1.8189156823615704,0.002786242364111783,1676,Congestion,Red,3
15,0.0030759128230551996,3.175367071725453,0.06143726911078427,3.110866387378576,0.019749247142226325,1.3114980896388078,0.5946863112083395,2.2053611541418916,0.0030759128230551996,21,Congestion,Red,3
16,0.002846892855468041,3.007161819019691,0.0056936205523114465,2.99862153027379,0.0018987459720505603,1.2583372467598164,0.5929751592484337,2.1220741326747916,0.002846892855468041,3,Congestion,Red,3
17,0.002813980717228984,2.772066575122006,2.772066575122006,0.0,,1.1359165807808895,0.6191796924184597,1.8345507688472509,0.002622111239606392,1975,Congestion,Red,3
18,0.002911749295454036,2.7564282361678307,0.01164658378948265,2.7418701921775757,0.004247678764191607,1.182628215443129,0.5765869227956566,2.05108400604891,0.002911749295454036,5,Congestion,Red,3
19,0.002701286058251172,2.658344882957224,0.05665960494942535,2.59899397946135,0.02180059107376934,1.074624382777009,0.4623176535474063,2.324428614246755,0.002701286058251172,22,Congestion,Red,3
20,0.002871740737486252,3.1013203220440975,3.1013203220440975,0.0,,1.1878752990248613,0.5410916387771435,2.1953310934714056,0.0025322885479896317,1950,Congestion,Red,3
21,0.00276049488361892,2.8356100962677826,0.02759425608450355,2.805258900100373,0.009836616536005365,1.1621372355931792,0.48658910174993825,2.3883338763933315,0.00276049488361892,11,Congestion,Red,3
22,0.0027634846471784186,3.6059389082758266,3.6059389082758266,0.0,,1.3397411108667527,1.1344166694959743,1.1809956137739097,0.0026586628082058104,2161,Congestion,Red,3
23,0.0027336791876359234,2.3157588482175173,2.3157588482175173,0.0,,0.9802843646964907,0.5302087563070563,1.8488649103501131,0.002719298269985065,1714,Congestion,Red,3
24,0.0029240048273459036,3.0291118873503473,3.0291118873503473,0.0,,1.2765606028739251,0.6057167900683532,2.1075205835550133,0.0027842117353308366,1932,Congestion,Red,3
25,0.0027611941078033763,2.731953330558558,0.03863637120565427,2.690560191995556,0.014359972811832222,1.1740720720941695,0.5900205657337018,1.9898833028543481,0.0027611941078033763,15,Congestion,Red,3
26,0.002808862779547581,2.755292564541887,0.028082833027679457,2.724402858541148,0.0103078856123052,1.168463701351827,0.583172023584733,2.003634697990709,0.002808862779547581,11,Congestion,Red,3
27,0.002783866801666408,3.40023293988125,0.005567673746328047,3.391881462591412,0.001641470613797429,1.2827382462951378,1.0499706563416122,1.2216896144169895,0.002783866801666408,3,Congestion,Red,3
28,0.0027891745552893112,2.4240064285171465,0.030675187533004807,2.390543736074524,0.012831887185371505,1.064784379512063,0.4780638110739207,2.227285050336974,0.0027891745552893112,12,Congestion,Red,3
29,0.002414342680598149,2.6463358326996733,2.6463358326996733,0.0,,1.0485725315421734,0.4422997030906887,2.3707285449549014,0.0023750613612512237,1912,Congestion,Red,3
0,0.002734599846905388,2.8418865035159255,2.8418865035159255,0.0,,1.1169086544621574,0.6154900725199335,1.8146655881699616,0.002455924842894905,1944,Congestion,IR,3
1,0.002777297634886632,2.879176742533084,0.02499332069837073,2.8514070321398215,0.008765258841216591,1.2184110907399812,0.6000207255822005,2.030615008436177,0.002777297634886632,10,Congestion,IR,3
2,0.002876724194291653,3.04732216453563,3.04732216453563,0.0,,1.2867128306235411,0.6431905370127535,2.0005157983193826,0.0028021154883365773,1932,Congestion,IR,3
