State,Pulse_ID,PI_Ratio,Amplitude_Ratio,Delta_A_Ratio,Rise_Decay_Ratio_Red,Rise_Decay_Ratio_IR,b_a_Red,b_a_IR,c_a_Red,c_a_IR,d_a_Red,d_a_IR,e_a_Red,e_a_IR,Skewness_Red,Skewness_IR,Kurtosis_Red,Kurtosis_IR,Variance_Red,Variance_IR
Ischaemia,8,0.47734093850489184,0.6878235801467686,0.4773409385048919,0.2894039735099338,0.1568627450980392,-0.8177946358932778,-0.9825920677184752,0.48388979727297926,0.24296936019267565,-0.38868356944321353,-0.20245846876699927,0.6378349217225958,0.5152976590844015,-0.07894244406175233,-0.1637916778423478,-1.2301472318294049,-1.3573407430696212,0.08389440934622462,0.10044787077495872
Ischaemia,9,0.4497843328243411,0.6481629486773346,0.4497843328243411,0.2857142857142857,0.16616676664667068,-1.2782158706417726,-1.008149249110324,0.950920431647905,0.1996810888717467,-0.7476944751089293,-0.2908786350345368,0.8298362897660345,0.5204956758243376,0.2821818901091155,-0.1959589437344939,-1.0758661003776635,-1.3344334129628963,0.08724107726810996,0.1024679723136517
Ischaemia,10,0.44625622553416455,0.6430197675983401,0.4462562255341646,0.14588235294117646,0.1671659676452966,-1.0132591326773277,-0.9856832105834082,0.7276645517106564,0.21353112336039254,-0.9465999270160361,-0.2315754280162038,1.1095372400778891,0.393103888977146,-0.19832809557138045,-0.19266170609135017,-1.2774437732663668,-1.3331453837651575,0.08383523425598297,0.10344858245228235
Ischaemia,11,0.500495746923833,0.7212936327714841,0.500495746923833,0.165083135391924,0.16924910607866506,-1.1875139902846388,-0.9645073700154513,0.5937750939910796,0.2781838600479276,-0.7665198482774773,-0.2502103400668365,0.738169744678332,0.4922112509185166,-0.11482534323486583,-0.154656611196018,-1.0601297701854266,-1.3492088663621786,0.07146790085326042,0.1060779633962008
Ischaemia,12,0.3993787139017895,0.575540759237758,0.39937871390178953,0.39226914817466,0.15842763549731984,-0.6804775057809302,-0.997052802363494,0.2930519980741595,0.20674543175240273,-0.6520760325693796,-0.2311887465352936,0.5980376296562299,0.4136428061011032,-0.4313151470161216,-0.18129693443126346,-1.1252373966173101,-1.362556995447366,0.1082310187678053,0.10383035685838042
Ischaemia,13,0.40921565463242443,0.5897300778216813,0.40921565463242443,0.24040920716112532,0.17291414752116083,-0.919942914139204,-0.9042539257430038,1.0460190045175912,0.24017920808320317,-0.8634107886559383,-0.2504778776550977,1.0909519644377002,0.5289458984765835,-0.13852643266175932,-0.20684539110021044,-1.512204271334915,-1.3061275435411805,0.12073440424705618,0.09966960630310359
Ischaemia,14,0.4554042810832968,0.6562540005773486,0.4554042810832968,0.16142433234421366,0.16835820895522385,-1.457755041843796,-1.001109864351939,0.7203191241797829,0.19165223160370215,-0.43228670184139206,-0.20575656366069228,0.766092218039449,0.43919314700279605,0.09409479095584655,-0.18482357050010506,-0.9663248731687313,-1.3594205750458825,0.068503372757486,0.09949203846396013
Ischaemia,15,0.4299151199011497,0.6194715659253157,0.4299151199011498,0.3122901276024177,0.1651759093619559,-0.7656448770888324,-1.0571401864735386,0.4054677869094764,0.2094653043317404,-0.36563000073156177,-0.2705039450085089,0.741590820411382,0.5443014781923755,-0.36033687705308387,-0.17223224349984267,-0.9890962926624138,-1.3496807710539194,0.07787570936980355,0.10733557481070768
Ischaemia,16,0.4381039127537815,0.6312695083339649,0.4381039127537816,0.5874183006535948,0.17543859649122806,-0.9647772735601882,-0.9264880922839588,0.8455663888135099,0.2785430018682433,-0.9626263321803382,-0.2321588648527982,0.8024036563752196,0.5324984466659659,-0.2989154713477938,-0.17580679563267163,-1.0839576391107144,-1.2800415118501582,0.07906359482575777,0.09954146136016571
Ischaemia,17,0.41369966470814173,0.5959963015907488,0.41369966470814173,0.3175994605529332,0.17710843373493976,-1.3002144683977124,-1.057510021561211,0.7354394517907596,0.19823916315693113,-1.1651534595213977,-0.23447181037961326,1.301406299316404,0.5118775188306438,-0.2697383556260065,-0.17392150453916375,-1.3400898797027194,-1.2976769011778992,0.08814753543349786,0.09759521816486698
