Channel,State,Feature,Pressure,n,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p
IR,Ischaemia,Datum_Area_Ratio,p2_mmhg,24,0.055316806816209235,0.7973907272855794,-0.3727991349794919,0.46832108769783415,-0.005217391304347826,0.9806966832535792
IR,Congestion,Datum_Area_Ratio,p2_mmhg,24,0.09940839544699495,0.6439741198627557,-0.3835050240277625,0.5066080266529577,-0.007826086956521738,0.9710483085120961
IR,Normal,Datum_Area_Ratio,p1_mmhg,24,-0.22153036572183965,0.298184649245855,-0.5349018715723335,0.21337068004744308,-0.1826086956521739,0.393074993112294
IR,Ischaemia,Datum_Area_Ratio,p1_mmhg,24,-0.4157206834534788,0.04334352073681148,-0.6901635928656223,-0.03753380169965115,-0.3808695652173913,0.06633178121385941
IR,Congestion,Datum_Area_Ratio,p1_mmhg,24,-0.3323769636982956,0.11253958625134305,-0.6073697596919562,0.05516322597346831,-0.34434782608695647,0.09940670099301682
IR,Normal,Max_Start_Datum_Diff,p2_mmhg,24,0.2442545644319533,0.25004229562350383,-0.11888584402908846,0.594907628479716,0.33391304347826084,0.11078683255713417
IR,Ischaemia,Max_Start_Datum_Diff,p2_mmhg,24,0.2989851497893845,0.15583019673986032,-0.09122516193489028,0.6620742144841419,0.3095652173913043,0.1410114671131046
IR,Congestion,Max_Start_Datum_Diff,p2_mmhg,24,-0.003776920576084558,0.9860255368035553,-0.42583014396401847,0.3802615322317901,-0.023478260869565212,0.9132865779270147
IR,Normal,Max_Start_Datum_Diff,p1_mmhg,24,-0.08957609315683675,0.6772318194696894,-0.47108322985931395,0.2881403617442126,-0.24695652173913044,0.244675845945762
IR,Ischaemia,Max_Start_Datum_Diff,p1_mmhg,24,-0.35624308348279604,0.08751819032459832,-0.6939755679746427,0.030562345383421834,-0.3504347826086956,0.09318217165981718
IR,Congestion,Max_Start_Datum_Diff,p1_mmhg,24,-0.8758305225821392,2.0764595646461035e-08,-0.9423669195703172,-0.7926874425753034,-0.9034782608695651,1.4852231299153265e-09
