PI,Crest_Time,Decay_Time,Pulse_Width,PW50,Systolic_Width,Diastolic_Width,Upslope,Downslope,DNP,RWI,Delta_T,State,Channel
0.10420594759671087,0.207,0.803,1.0105,0.514,0.207,0.803,4.830917874396135,1.2453300124533,0.9999190038845371,0.9999190038845371,0.207,Normal,Red
0.11379425379337661,0.2435,0.7115,0.9555,0.5585,0.2435,0.7115,4.106776180698152,1.4054813773717498,0.9999678769373053,0.9999678769373053,0.2435,Normal,Red
0.12214336909279697,0.158,0.7905,0.949,0.527,0.158,0.7905,6.329113924050633,1.2650221378874131,0.9999113976645315,0.9999113976645315,0.158,Normal,Red
0.10711328876236544,0.1645,0.8045,0.9695,0.581,0.1645,0.8045,6.0790273556231,1.2430080795525171,0.9997767935281815,0.9997767935281815,0.1645,Normal,Red
0.10123587590958251,0.232,0.739,0.9715,0.5655,0.232,0.739,4.310344827586206,1.3531799729364005,0.9999668334420054,0.9999668334420054,0.232,Normal,Red
0.23988638942271,0.1555,0.8045,0.9605,0.545,0.1555,0.8045,6.430868167202572,1.2430080795525171,0.9999201209503044,0.9999201209503044,0.1555,Normal,IR
0.24500068670606268,0.162,0.795,0.9575,0.5185,0.162,0.795,6.172839506172839,1.2578616352201257,0.9999807943819362,0.9999807943819362,0.162,Normal,IR
0.24540315370553578,0.1705,0.797,0.968,0.5165,0.1705,0.797,5.865102639296187,1.2547051442910915,0.9999482731394144,0.9999482731394144,0.1705,Normal,IR
0.24508017368265156,0.1665,0.8025,0.9695,0.5245,0.1665,0.8025,6.006006006006006,1.2461059190031152,0.9999871078197556,0.9999871078197556,0.1665,Normal,IR
0.24155610334993233,0.161,0.8005,0.962,0.514,0.161,0.8005,6.211180124223603,1.2492192379762648,0.9999693695148215,0.9999693695148215,0.161,Normal,IR
0.240937043219165,0.1645,0.8,0.965,0.5215,0.1645,0.8,6.0790273556231,1.25,0.9999816430224704,0.9999816430224704,0.1645,Normal,IR
0.24121992791461622,0.1605,0.8015,0.9625,0.5095,0.1605,0.8015,6.230529595015576,1.2476606363069245,0.9999717424560722,0.9999717424560722,0.1605,Normal,IR
0.2394826693162442,0.16,0.8,0.9605,0.5305,0.16,0.8,6.25,1.25,0.9999324168498548,0.9999324168498548,0.16,Normal,IR
0.24283379336930822,0.165,0.801,0.9665,0.515,0.165,0.801,6.0606060606060606,1.2484394506866416,0.9999105311886033,0.9999105311886033,0.165,Normal,IR
0.2467877558920259,0.1645,0.8015,0.9665,0.519,0.1645,0.8015,6.0790273556231,1.2476606363069245,0.9999045840578075,0.9999045840578075,0.1645,Normal,IR
0.24132943636168083,0.161,0.8005,0.962,0.517,0.161,0.8005,6.211180124223603,1.2492192379762648,0.9999935280085731,0.9999935280085731,0.161,Normal,IR
0.2388040620750835,0.1625,0.799,0.962,0.5255,0.1625,0.799,6.153846153846153,1.2515644555694618,0.9999817048954835,0.9999817048954835,0.1625,Normal,IR
0.24164587866702228,0.1675,0.7995,0.9675,0.521,0.1675,0.7995,5.970149253731343,1.2507817385866167,0.9999712871831774,0.9999712871831774,0.1675,Normal,IR
